index_no	collection	resource_id	title	author	post_created_at	source_url	tags	source_status_existing	source_disposition_existing	source_confidence_existing	topic_primary	topic_secondary	content_chars	content_quality	index_use	method_or_external_reference	user_fact_boundary	evidence_level	full_distill_recommended	uncertainty_flags	has_media	has_comments	duplicate_resource_id	source_path
177	Bookmarks	6a60a683000000001f01d3fe	杨立昆转发的OCR 到底牛在哪?	能工智人Jack	2026-07-22T11:16:19.000Z	https://www.xiaohongshu.com/explore/6a60a683000000001f01d3fe?xsec_token=ABJyB7pEsHFaTKk7-yBbS-tjiswYG-6hqYSgcX34qnHw0%3D	科技资讯早知道;ai;国际;GItHub;OCR;开源;杨立昆;百度;互联网大厂	domain-referenced	external-reference	medium	ai-agent-workflow	none	290	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	marketing-or-outcome-claim;star-view-like-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/杨立昆转发的OCR 到底牛在哪 - 6a60a683000000001f01d3fe.md
178	Bookmarks	6a5ad737000000001101d6cb	求推荐一把能适配mac办公用的键盘	momo	2026-07-18T01:30:31.000Z	https://www.xiaohongshu.com/explore/6a5ad737000000001101d6cb?xsec_token=AB4wzrQNvltWh8uBHfd-vfQnH8TYhxzZKPst61hVtCgqw%3D	办公室键盘;键盘推荐;机械键盘	domain-referenced	external-reference	medium	apple-digital	consumer-lifestyle	30	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/求推荐一把能适配mac办公用的键盘 - 6a5ad737000000001101d6cb.md
179	Bookmarks	653edb67000000001e03f7b0	求改善颈椎压迫神经供血不足头晕好方法	我爱布丁	2023-10-29T22:23:35.000Z	https://www.xiaohongshu.com/explore/653edb67000000001e03f7b0?xsec_token=AB5SIEf5RS4XtqQsoWo_5mv2aorBlPhUciLGbCFVcVR2s%3D	个人专辑;5d8a3e42000000000103a328	domain-referenced	external-reference	medium	health-lifestyle	none	224	prose	仅外部参考（个人健康/饮食经验）	只保留为个人经验或食谱线索；不蒸馏为健康处方，不据此推断用户健康状况，需个体化和专业评估	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	no	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/求改善颈椎压迫神经供血不足头晕好方法 - 653edb67000000001e03f7b0.md
180	Bookmarks	68beb536000000001d001cb0	用Obsidian批量做 Anki：我只用这一条规则	水水狼	2025-09-08T10:51:34.000Z	https://www.xiaohongshu.com/explore/68beb536000000001d001cb0?xsec_token=AB3NYW5HM2pYe0PKGcxcvKqxoP5rXh_OOpF_eoITA_fFE%3D	flashcard;定位;高效生产力;obsidian;anki;效率神器;小红书市集秋上新	domain-referenced	external-reference	medium	knowledge-management	none	598	prose	方法候选（记忆/复习工作流）	可吸收：将内容拆成可复习卡片，按间隔复习与回看结果迭代；工具推荐不证明学习效果或用户掌握	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/用Obsidian批量做 Anki：我只用这一条规则 - 68beb536000000001d001cb0.md
181	Bookmarks	69e3a9d3000000001e00f8a6	用obsidian+claude找到一份大厂工作	哈泰利	2026-04-18T15:57:07.000Z	https://www.xiaohongshu.com/explore/69e3a9d3000000001e00f8a6?xsec_token=AB5TjETmCM76luRmnw2yJIRHHZhGQBJBy11IKGajY9eTU%3D	obsidian;claude;AI工具;vibecoding;个人开发者;大模型;skill;agent	domain-referenced	external-reference	medium	ai-knowledge-workflow	career-and-employment;ai-agent-workflow;knowledge-management	734	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/用obsidian+claude找到一份大厂工作 - 69e3a9d3000000001e00f8a6.md
182	Bookmarks	6a6aecc0000000000a0382c7	用obsidian做导图也不错诶	orangewestt	2026-07-30T06:18:40.000Z	https://www.xiaohongshu.com/explore/6a6aecc0000000000a0382c7?xsec_token=ABYhOFnIoZVd4tji8XX-Tg6YTfr1XxCi_d87XwsCJKfrY%3D	外国教育史;obsidian;思维导图;笔记分享;好玩的 ai;6a566b6900000000320201b0	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management	72	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/用obsidian做导图也不错诶 - 6a6aecc0000000000a0382c7.md
183	Bookmarks	6a759604000000002202f0a5	省钱近一半，专治GPT5.6代码防御skill	句芒QiMen	2026-08-07T08:23:32.000Z	https://www.xiaohongshu.com/explore/6a759604000000002202f0a5?xsec_token=ABEhUPa4Xn-0Plgy3E1Z3UDUy5XFY7Hm4EA909yCGAudc%3D	Codex;ai;deepseek;workbuddy;vibecoding;skill;agent;GPT;人机恋	domain-referenced	external-reference	medium	ai-agent-workflow	none	678	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/省钱近一半，专治GPT5.6代码防御skill - 6a759604000000002202f0a5.md
184	Bookmarks	68dbf839000000000703ad33	看过的最简单的obsidian+anki教程	雷神猫	2025-09-30T15:33:13.000Z	https://www.xiaohongshu.com/explore/68dbf839000000000703ad33?xsec_token=ABftyXBNVQeJifwz1h2c3DYnfKdZDylu_NDrTRt2ipYEQ%3D	电子笔记;免费学习资源网站;obsidian;anki	domain-referenced	external-reference	medium	knowledge-management	none	87	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	marketing-or-outcome-claim;star-view-like-claim;media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/看过的最简单的obsidian+anki教程 - 68dbf839000000000703ad33.md
185	Bookmarks	6923ea52000000001e0237b8	研二上尾巴临港中微半导体软件实习	蜗牛大腿	2025-11-24T05:17:06.000Z	https://www.xiaohongshu.com/explore/6923ea52000000001e0237b8?xsec_token=ABGIeeuoQLu46vYE4BU5_YQPWE3MH61D3R1cUU5lQ_z_M%3D	none	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	147	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/研二上尾巴临港中微半导体软件实习 - 6923ea52000000001e0237b8.md
186	Bookmarks	6a5752ba00000000070247eb	科研skill从夯到拉锐评	白天研究生	2026-07-15T09:28:26.000Z	https://www.xiaohongshu.com/explore/6a5752ba00000000070247eb?xsec_token=ABBlDdPbnCB17FSU913zloUcvRpMX1w77xDRy1OARyLGY%3D	研究生;skills;科研;人类高质量科研工具;sci;科研学习;文献阅读;科研日常	domain-referenced	external-reference	medium	graduate-research	ai-agent-workflow	15	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/科研skill从夯到拉锐评 - 6a5752ba00000000070247eb.md
187	Bookmarks	6a470d930000000015027730	科研人必备的12个codex Skills	学术会议前哨	2026-07-03T01:17:07.000Z	https://www.xiaohongshu.com/explore/6a470d930000000015027730?xsec_token=ABe17QH64bQpCc4ljMafLuLeTGktRCBkJv3ryL18RbRrE%3D	codex;CodexSkills;skills;研究生日常;博士生日常;读博日记;科研工具;AI科研;论文写作;文献阅读	domain-referenced	external-reference	medium	graduate-research	ai-agent-workflow	19	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/科研人必备的12个codex Skills - 6a470d930000000015027730.md
188	Bookmarks	69d2649600000000220268ff	秦昊减肥法！	阿婷在减肥	2026-04-05T13:33:10.000Z	https://www.xiaohongshu.com/explore/69d2649600000000220268ff?xsec_token=ABCma49p0ikUj_e9BrzxtGqxkycMjJYL0PhM36NBrr29A%3D	减肥;减脂	domain-referenced	external-reference	medium	health-lifestyle	none	13	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/秦昊减肥法！ - 69d2649600000000220268ff.md
189	Bookmarks	6a7555a3000000002500062f	程序员必装！手机指挥AI写代码太爽了	AI创意玩家	2026-08-08T05:56:14.000Z	https://www.xiaohongshu.com/explore/6a7555a3000000002500062f?xsec_token=ABEhUPa4Xn-0Plgy3E1Z3UDXCYKPu5bCfRMT3Hjlj7b2U%3D	AI创意玩家;ai;程序员;没想到你是这样的程序员;效率神器;人工智能;AI工具;开源百宝箱;AI新手村;AI进化生活howto;好玩的 ai;6a566b6900000000320201b0	domain-referenced	external-reference	medium	ai-agent-workflow	apple-digital	697	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/程序员必装！手机指挥AI写代码太爽了 - 6a7555a3000000002500062f.md
190	Bookmarks	6a37a1820000000011010a09	笔记别再写完就忘了	灰灰灰原	2026-06-21T08:32:02.000Z	https://www.xiaohongshu.com/explore/6a37a1820000000011010a09?xsec_token=AB3zckF3oKb_mAJqoW0jk7qJQyfdwQZ6jjtdThoMy1rR0%3D	obsidian;obsidian插件;知识管理;学习工具;开源项目;笔记复习;间隔重复;好玩的 ai;6a566b6900000000320201b0	domain-referenced	external-reference	medium	ai-knowledge-workflow	career-and-employment;ai-agent-workflow;knowledge-management;graduate-research	395	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/笔记别再写完就忘了 - 6a37a1820000000011010a09.md
191	Bookmarks	6a602b54000000001003ebea	第五家嵌入式岗面试，给大家开个上帝视角	再吃亿大口	2026-07-22T02:30:44.000Z	https://www.xiaohongshu.com/explore/6a602b54000000001003ebea?xsec_token=ABJyB7pEsHFaTKk7-yBbS-tjfUIgfofD24fX0kotWLwH4%3D	嵌入式;嵌入式开发;单片机;嵌入式面试;嵌入式学习;c语言;电气自动化;程序员;STM32单片机;计算机	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	902	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/第五家嵌入式岗面试，给大家开个上帝视角 - 6a602b54000000001003ebea.md
192	Bookmarks	6a4e5ec4000000002101a47c	终于把 Mac 桌面那味儿搬过来了🍎	佩林可	2026-07-08T14:29:24.000Z	https://www.xiaohongshu.com/explore/6a4e5ec4000000002101a47c?xsec_token=ABb1ba3j_lb65KfQMqUvyy9REfkU8uEm2bpa-9MC-vGUg%3D	Windows美化;MacDesk;桌面美化;效率神器;开源项目;vibecoding;Fable5;windows使用技巧;howto建造我的桌面;秀出设计师的电脑桌面	domain-referenced	external-reference	medium	ai-agent-workflow	apple-digital	314	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;star-view-like-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/终于把 Mac 桌面那味儿搬过来了🍎 - 6a4e5ec4000000002101a47c.md
193	Bookmarks	6966128b000000001a035b5a	给自己做了个Mac的桌面插件...	我要不断进步	2026-01-13T09:38:19.000Z	https://www.xiaohongshu.com/explore/6966128b000000001a035b5a?xsec_token=AB_faqWUkqe-eOMA2JhPp7uT3-CkrXkbitj4l_Fnu1pag%3D	Todo;效率工具;Electron;编程日记;我的桌面;Gemini;vibecoding	domain-referenced	external-reference	medium	ai-agent-workflow	apple-digital	311	prose	仅外部参考（工具/资讯）	仅作工具名称、功能或生态线索；不把推荐语、版本、Star/浏览量或效果承诺当事实	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	maybe	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/给自己做了个Mac的桌面插件... - 6966128b000000001a035b5a.md
194	Bookmarks	6a546c83000000001c024bce	芯火计划 | 在纳芯微的每一天都充满电量🔋	213	2026-07-13T04:41:39.000Z	https://www.xiaohongshu.com/explore/6a546c83000000001c024bce?xsec_token=ABUm8Pm8Vgxr-YulZdZUd1-nJ9j6ISUQJk49VnuMGMU6k%3D	纳芯微入职;纳芯微校招;纳芯微应届生培养	domain-referenced	external-reference	medium	career-and-employment	none	200	prose	案例/外部参考	仅作个人求职、招聘或就业环境线索；个体经历和市场数字需独立核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	marketing-or-outcome-claim;star-view-like-claim;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/芯火计划 在纳芯微的每一天都充满电量🔋 - 6a546c83000000001c024bce.md
195	Bookmarks	6a37f00c000000001101d0a3	苹果设备桌面美化套装：iPhone + Mac + iPad	letschips	2026-06-21T14:07:08.000Z	https://www.xiaohongshu.com/explore/6a37f00c000000001101d0a3?xsec_token=AB3zckF3oKb_mAJqoW0jk7qPxPaRja_uXN7loV7WsSIfI%3D	howto建造我的桌面;MacBook;MacBook壁纸;iPhone壁纸;iPad壁纸;无线化桌面;桌面美化;秀出设计师的电脑桌面	domain-referenced	external-reference	medium	apple-digital	none	337	prose	仅外部参考（设备/软件/消费经验）	可吸收：若需要可提取验机、配置比较或工具清单的检查项；价格、型号、续航、优惠和“安全下车”均需按当前市场复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	no	none	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/苹果设备桌面美化套装：iPhone + Mac + iPad - 6a37f00c000000001101d0a3.md
196	Bookmarks	6a69aa4b000000000301f56a	菲区福利来了，人民币大约 60 多元一个月	彝顺讲AI	2026-07-29T07:22:52.000Z	https://www.xiaohongshu.com/explore/6a69aa4b000000000301f56a?xsec_token=ABQfpRvOY2iC1iwkwHwmipnyPk85no569lxi2H5hlZGAw%3D	ChatGPT;ChatGPTPlus;openai;AI工具	domain-referenced	external-reference	medium	ai-agent-workflow	none	173	prose	仅外部参考（工具/资讯）	仅作工具名称、功能或生态线索；不把推荐语、版本、Star/浏览量或效果承诺当事实	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/菲区福利来了，人民币大约 60 多元一个月 - 6a69aa4b000000000301f56a.md
197	Bookmarks	6a313279000000000f004dba	被Grapify这波涨幅惊到了！	帆帆不加班～	2026-06-16T11:24:41.000Z	https://www.xiaohongshu.com/explore/6a313279000000000f004dba?xsec_token=ABKh0RX-ZI0OjWIY2qFSB3_k5fEi6yA_rifPoJGz3zPyE%3D	AI工具;编程效率;ClaudeCode;程序员日常;效率提升;skill;REDSkill	domain-referenced	external-reference	medium	ai-agent-workflow	none	578	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;star-view-like-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/被Grapify这波涨幅惊到了！ - 6a313279000000000f004dba.md
198	Bookmarks	6a029cec00000000360032a4	装了几十个Skill后我才发现自己装错了方向	小西 AI不释手	2026-05-12T03:22:20.000Z	https://www.xiaohongshu.com/explore/6a029cec00000000360032a4?xsec_token=AB5zc6bVNpZSLUctSXQY1Smomh1uxGwCkZv10GElhzDAQ%3D	claudecode;codex;cursor;agent;skill;效率;ai工具;claude;aicoding;vibecoding	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management;apple-digital	896	prose	方法候选（知识库/笔记工作流）	可吸收：把输入、结构化、链接/检索、复习与输出串成知识库闭环；插件、同步和工具能力需按当前环境复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	maybe	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/装了几十个Skill后我才发现自己装错了方向 - 6a029cec00000000360032a4.md
199	Bookmarks	6a3a71e200000000210156f8	论文精读skill/自动化精读报告生成	Jasmineee	2026-06-23T11:45:38.000Z	https://www.xiaohongshu.com/explore/6a3a71e200000000210156f8?xsec_token=ABTdhSnBUM7yYj8UV_KmyEBq229Yk_v71yqA7D_mqfpCY%3D	vibecoding;文献阅读;文献综述;skills	domain-referenced	external-reference	medium	graduate-research	ai-agent-workflow	518	prose	方法候选（信息核对/备考流程）	可吸收：把招生/调剂/复试或复习信息拆为时间线、核验项和决策记录；学校、人数、分数、薪资与去向必须以官方/一手资料复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	maybe	marketing-or-outcome-claim;star-view-like-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/论文精读skill 自动化精读报告生成 - 6a3a71e200000000210156f8.md
200	Bookmarks	6a477cc50000000007027088	试过各种agent，DeepSeek还是接Claude Code好用	嘛咪嘛咪哄	2026-07-03T09:11:33.000Z	https://www.xiaohongshu.com/explore/6a477cc50000000007027088?xsec_token=ABe17QH64bQpCc4ljMafLuLTUYYHWWIH6p0OLYPLTXi1M%3D	claude;deepseek;qoder;trae;opencode;gml	domain-referenced	external-reference	medium	ai-agent-workflow	none	349	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	maybe	marketing-or-outcome-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/试过各种agent，DeepSeek还是接Claude Code好用 - 6a477cc50000000007027088.md
201	Bookmarks	6a61d8d3000000002201b940	转行嵌入式linux，c/c++至少学到什么程度？	不搭xhs	2026-07-23T10:30:50.000Z	https://www.xiaohongshu.com/explore/6a61d8d3000000002201b940?xsec_token=ABg-VoFLHv8J9msjz2HVMiDkuqa7AaZWCytRbazHEY6uA%3D	嵌入式项目;嵌入式linux;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow	1082	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/转行嵌入式linux，c c++至少学到什么程度？ - 6a61d8d3000000002201b940.md
202	Bookmarks	6a701056000000002402c3cd	迈瑞医疗嵌入式软件开发一二面面经它来啦！	考研Bboy俏	2026-08-03T03:51:50.000Z	https://www.xiaohongshu.com/explore/6a701056000000002402c3cd?xsec_token=ABvvbX3n_3lYSfrTDrA-TbXlTmfpV5sLmg6BWu4eGyRfY%3D	迈瑞医疗;嵌入式;秋招;秋招面试;求职季;求职;27届秋招;27届校招;嵌入式开发	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	1064	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/迈瑞医疗嵌入式软件开发一二面面经它来啦！ - 6a701056000000002402c3cd.md
203	Bookmarks	6a57bc1c0000000011011cdd	这么伟大的Zotero插件这得有人给我颁个奖吧	W.W	2026-07-15T16:58:04.000Z	https://www.xiaohongshu.com/explore/6a57bc1c0000000011011cdd?xsec_token=ABBlDdPbnCB17FSU913zloUfiUzT5cDsni7DzYBB2Jfvw%3D	none	domain-referenced	external-reference	medium	knowledge-management	none	52	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/这么伟大的Zotero插件这得有人给我颁个奖吧 - 6a57bc1c0000000011011cdd.md
204	Bookmarks	6527fb4f000000001a0200ae	那个考研二战的学姐消失在了朋友圈	哒哒（碎碎念版）	2023-10-12T13:57:35.000Z	https://www.xiaohongshu.com/explore/6527fb4f000000001a0200ae?xsec_token=ABsa1bDDyj2Onun7s9lRqxu8DN2_tJLkVNcVJdD61b4hg%3D	下班后宁静的夜晚;工作;职场;考研;二战考研;记录生活;生活;内耗;迷茫;成长;思考;个人专辑;5d8a3e42000000000103a328	domain-referenced	external-reference	medium	graduate-research	career-and-employment;consumer-lifestyle	907	prose	仅外部参考（考情/个人经历）	仅作考情、学校/导师/就业去向或个人经历线索；数字和结论不直接转为事实	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	no	marketing-or-outcome-claim;offer-salary-admission-claim	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/那个考研二战的学姐消失在了朋友圈 - 6527fb4f000000001a0200ae.md
205	Bookmarks	652ce8be000000001e02c286	颈椎舒服了	猫宁养生记	2023-10-16T13:21:31.000Z	https://www.xiaohongshu.com/explore/652ce8be000000001e02c286?xsec_token=ABd7vmS1tbi4p_4uzgJCA_-uNMD3f38pAFMLYHAzkKhUQ%3D	颈椎病;颈椎疼痛;肩颈大作战;肩颈放松;NOFA按摩仪;肩颈按摩;个人专辑;5d8a3e42000000000103a328	domain-referenced	external-reference	medium	health-lifestyle	apple-digital	143	prose	仅外部参考（个人健康/饮食经验）	只保留为个人经验或食谱线索；不蒸馏为健康处方，不据此推断用户健康状况，需个体化和专业评估	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/颈椎舒服了 - 652ce8be000000001e02c286.md
206	Bookmarks	6a596656000000001d00dcbb	高通｜软件工程师面经	阿泽求职记📓	2026-07-16T23:16:38.000Z	https://www.xiaohongshu.com/explore/6a596656000000001d00dcbb?xsec_token=ABhApRmxnSPiCGMQXb6DJz2psbDNA9ZIFuaH3rCRpTBVw%3D	高通;高通面试;软件工程师;软件工程师面试;互联网大厂实习;求职青年;2026校招季;应届生求职;秋天的第一个offer;求职;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow	259	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	maybe	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive;media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/高通｜软件工程师面经 - 6a596656000000001d00dcbb.md
