domain	class	status	disposition	confidence	reason	disposition_reason	artifact_refs	path	size_bytes	sha256_16
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/25-tcp_unplug_the_network_cable/img-003.png	230671	2efaee0d76a67c75
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/25-tcp_unplug_the_network_cable/img-004.png	23153	25c6edefb0d59757
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/25-tcp_unplug_the_network_cable/img-005.png	67638	8ea768cf9bedaf57
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-001.png	65311	730920fe8bb867ee
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-002.png	71290	941522776f2e29cd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-003.png	74544	a242c6c07b7f51ca
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-004.png	718325	75b7b117e09f10af
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-005.png	519687	306314a180d9f2b7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-006.png	340248	a0d4decad1f42738
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-007.png	64135	5d1353ce24024029
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-008.png	49797	b5f0f5ca106dd6a6
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-009.png	512887	9141a1ccd9703109
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-010.png	462153	5a8e63c5d22ec968
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/26-tcp_tw_reuse_close/img-011.png	114865	df6a9073872c53ab
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-001.jpg	107183	044af2b060cd51c5
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-002.png	257711	4f8b451ef952ed1c
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-003.jpg	43797	4c1579c5efa9a5f1
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-004.png	34973	f572a30b4cccacba
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-005.png	37316	35df238f57250532
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-006.png	42242	9cb022472b79707d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-007.png	49376	6cf57baa04d5126f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/27-tcp_tls/img-008.png	61323	1347eb4cb9722ae8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-001.jpg	34674	c932477517b0e498
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-002.png	26834	f38b46b81aa5e7d4
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-003.png	45169	7251a223e62adf15
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-004.png	67455	77a9b7489ccee686
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-005.png	56155	6c330a19fbc693ac
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-006.png	101265	d07c9cdb69676f9f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-007.png	67638	5ed02e4857422d71
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/28-tcp_http_keepalive/img-008.png	57921	153e2cf135c29cfd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-001.gif	33160	4a1eb61dd920aa17
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-002.png	83825	aba9d41d84682073
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-003.png	189675	f3c65db8dc6d58a2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-004.gif	17723	580041eb4c934bb9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-005.jpg	38266	bb31151653c7d6d2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-006.png	26420	782d7922c938ce85
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/29-tcp_problem/img-007.png	1143785	d5f1d555205105a7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-001.png	179616	6d46d26d78f526bd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-002.png	51133	f078e2d9b2c9e549
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-003.png	27324	0a841b565b6647ce
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-004.jpg	81917	9320f242fea53a12
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-005.jpg	42778	af97935c15ed4bf9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-006.jpg	38759	ee03d1776fe60262
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-007.png	89835	a8ab96491bf0ae1b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-008.png	39653	b5c41ae8b6473273
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-009.jpg	29871	aeace982776073f5
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-010.jpg	28627	441a460bc1ec933a
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-011.jpg	94231	99a496ae46433066
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-012.png	155495	4df74681dc650eb4
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-013.jpg	38266	bb31151653c7d6d2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-014.jpg	39522	fd9a3b86dfb567eb
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-015.png	5940	eeead85d0fca5cba
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-016.png	40810	755575b1f1e9b9ed
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-017.png	79507	62276bb668e8a929
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-018.png	199269	71699532b23bc6ce
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-019.png	197918	03b320cb6e8bbe91
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-020.png	193293	289a4c761165582b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-021.png	185529	7a062337b5ab64c7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-022.png	189422	25d75974853f1848
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-023.png	75996	0a372fafff6c7895
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-024.png	45582	dd77a5d4e9c111b0
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/30-quic/img-025.png	26420	d4d5286e8b1c7511
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-001.png	55540	241196688ae77c3f
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-002.png	62622	6666b5c662432b15
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-003.png	58587	2d1b6499ba0b9959
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-004.jpg	73155	9f7d0f070a9f8566
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-005.png	320523	098dcc70c9427a44
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-006.png	54464	312c814f960bb361
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-007.png	34105	d212ff8a48d6ca7a
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-008.png	35193	4c309ef049626828
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-009.png	48344	4d5f7eb2e93b4ae5
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-010.png	284804	17f6a850b449cb55
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-011.png	34105	822fe9b86442e477
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-012.png	104546	b141a354f613ffdd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-013.jpg	20244	68f4e33bdb50816e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/31-port/img-014.png	278235	e14c7e1f807d8883
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-001.jpg	103791	e51f50b3a4036f7e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-002.png	67053	3c2bd56381f8c558
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-003.png	49878	ad8fa6a5efdc3a66
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-004.png	130248	45b31e82ac32d89b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-005.png	118775	fbcb2f010974636d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-006.jpg	44302	f3fdd3754cd761c2
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-007.png	19510	5d90bbc47ed3da1a
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/32-tcp_no_listen/img-008.png	37475	982b1f758328f282
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-001.gif	343024	eea0948caf945429
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-002.png	77853	587f73a367ff77ae
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-003.png	125642	56cfc13da8baee78
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-004.png	60054	2e1083f5dc89b7d1
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-005.png	113332	e738113b52d9ddb1
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-006.png	74552	a4484bd1314680be
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-007.png	180563	cbec9faad198c684
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-008.png	133147	346158c397fe4ffa
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-009.png	83111	f8232ae6d7ff2cef
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-010.png	118760	7843afdcf1a42083
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-011.png	72942	7cb7ba839e8e96b8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/33-tcp_no_accpet/img-012.gif	533893	9636924f70b2e896
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-001.png	37261	bb66f4986c7ab6ac
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-002.png	27198	a9401e4f6e856513
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-003.png	146163	581c98ff8260f9f5
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-004.png	125642	56cfc13da8baee78
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-005.png	113332	701f22777b2851c5
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-006.png	73189	a86501b664741634
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-007.png	128658	99037394bc63e737
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-008.png	151522	f5f64b71feb2aec1
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-009.png	149568	cfa35379488ed468
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-010.gif	294347	b483aae9a22e1c8e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-011.gif	197984	c2501aaf4d4fc0b9
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-012.png	176979	b04e954109aeb9d1
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-013.png	89514	7e84af42062c63f0
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-014.png	229033	e7ecf47d83dd185b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-015.png	192791	582a0dcec4b81197
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-016.png	241390	7368e6c6d50259d0
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-017.png	42722	57b57ca3e60dc0a7
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/图解网络-小林coding/34-tcp_drop/img-018.png	180032	c96bbfafd687d67d
