skill	symbol	status	matched_source_files
linux-vision-build-provenance-audit	unet_ncnn	exact	projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/CMakeLists.txt
linux-vision-build-provenance-audit	libonnxruntime.so	exact	projects/linux视觉感知项目/文档/03 LIME 低照度增强/3.7 优化前后性能对比.md;projects/linux视觉感知项目/文档/04 模型推理部署/4.6 两种方案对比：分割vs曲线.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/LSTR_ONNX/CMakeLists.txt
linux-vision-build-provenance-audit	ncnn	exact	projects/linux视觉感知项目/文档/04 模型推理部署/4.6 两种方案对比：分割vs曲线.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/CMakeLists.txt;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/src/unet.cpp
linux-vision-build-provenance-audit	OpenMP	exact	projects/linux视觉感知项目/文档/03 LIME 低照度增强/3.7 优化前后性能对比.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/CMakeLists.txt;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/CMakeLists.txt;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/xinlime.cpp
linux-vision-build-provenance-audit	CMAKE_BUILD_TYPE	exact	projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/CMakeLists.txt;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime/CMakeLists.txt;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/CMakeLists.txt
linux-vision-file-ipc-lifecycle-audit	QProcess	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
linux-vision-file-ipc-lifecycle-audit	process2	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
linux-vision-file-ipc-lifecycle-audit	process3	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
linux-vision-file-ipc-lifecycle-audit	start	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	waitForStarted	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	write	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/LSTR/main.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	waitKey	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	imread	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/LSTR/main.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	imwrite	exact	projects/linux视觉感知项目/文档/01 项目概述/1.6 模块间协作与进程通信.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/LSTR/main.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	cap.open	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-file-ipc-lifecycle-audit	cap.release	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-pipeline-and-optimization	cv::VideoCapture	qualified-leaf	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md
linux-vision-pipeline-and-optimization	cv::Mat	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/src/unet.cpp;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime/lime.cpp;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	MainWindow::readFrame	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-pipeline-and-optimization	MainWindow::yolop_process	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-pipeline-and-optimization	lime::getMax	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime/lime.cpp;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	#pragma omp parallel sections	exact	projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	vld1q_f32	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	vmaxq_f32	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	vaddq_f32	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/图像预处理（加速前+加速后）/Lime_NEON+OpenMP/lime_opt.cpp
linux-vision-pipeline-and-optimization	OpenMP	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/原作者学习指南.md
linux-vision-pipeline-and-optimization	LSTR	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/LSTR_ONNX/main.cpp
linux-vision-pipeline-and-optimization	Unet	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/src/unet.cpp
linux-vision-pipeline-and-optimization	ncnn	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/卷积神经网络/卷积神经网络/Unet_NCNN/src/unet.cpp
linux-vision-pipeline-and-optimization	QProcess	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-pipeline-and-optimization	cameraView	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-pipeline-and-optimization	resultView	exact	projects/linux视觉感知项目/Linux视觉感知处理系统-完整代码流程详解.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-project-storytelling	FT2000/4	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	camera	review-label	
linux-vision-project-storytelling	LIME	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	NEON	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	OpenMP	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	LSTR	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	ONNX Runtime	exact	projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	Unet	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	NCNN	exact	projects/linux视觉感知项目/原作者学习指南.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	Qt	exact	projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.4 LSTR与Unet部署面试要点.md
linux-vision-project-storytelling	project-background	review-label	
linux-vision-project-storytelling	personal-contribution	review-label	
linux-vision-project-storytelling	evidence-boundary	review-label	
linux-vision-qt-image-buffer-adapter-audit	MainWindow::readFrame	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	MainWindow::yolop_process	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	MainWindow::MatImageToQt	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	src.step	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	QImage::Format_RGB888	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	QImage::rgbSwapped	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	QImage::copy	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	QPixmap::fromImage	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-qt-image-buffer-adapter-audit	cameraView	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.ui
linux-vision-qt-image-buffer-adapter-audit	resultView	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.5 Mat与QImage格式互转.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.ui
linux-vision-resource-telemetry-contract-audit	sysinfolinuximpl::cpuLoadAverage	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.cpp
linux-vision-resource-telemetry-contract-audit	sysinfolinuximpl::get_mem_usage__	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.cpp
linux-vision-resource-telemetry-contract-audit	pre_user	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.h
linux-vision-resource-telemetry-contract-audit	pre_total	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.h
linux-vision-resource-telemetry-contract-audit	QProcess::waitForFinished	qualified-leaf	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/sysinfolinuximpl.cpp
linux-vision-resource-telemetry-contract-audit	MainWindow::timerTimeOut	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
linux-vision-resource-telemetry-contract-audit	timer2	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
linux-vision-resource-telemetry-contract-audit	maxSize	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
linux-vision-resource-telemetry-contract-audit	QSplineSeries::append	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::MainWindow	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::~MainWindow	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::yolop_process	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::on_Select_triggered	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::readBashStandardOutputInfo	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::readFrame	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::timerTimeOut	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	MainWindow::InitChart	exact	projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	process2	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
qt-event-loop-signal-slot-audit	process3	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.h
qt-event-loop-signal-slot-audit	QProcess::start	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md
qt-event-loop-signal-slot-audit	QProcess::waitForStarted	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	QProcess::write	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	QProcess::readyReadStandardOutput	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	QProcess::readyReadStandardError	review-label	
qt-event-loop-signal-slot-audit	QProcess::finished	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md
qt-event-loop-signal-slot-audit	QProcess::errorOccurred/error	review-label	
qt-event-loop-signal-slot-audit	QTimer::start	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	QTimer::stop	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	waitKey	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	connect	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/文档/02 Qt 上位机/2.4 CPU与内存实时监控.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/ui_mainwindow.h
qt-event-loop-signal-slot-audit	disconnect	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/mainwindow.cpp
qt-event-loop-signal-slot-audit	QMetaObject::connectSlotsByName	exact	projects/linux视觉感知项目/文档/02 Qt 上位机/2.2 信号槽机制与交互.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/ui_mainwindow.h
qt-event-loop-signal-slot-audit	QApplication::exec	qualified-leaf	projects/linux视觉感知项目/文档/02 Qt 上位机/2.3 QProcess 进程管理.md;projects/linux视觉感知项目/源码/上位机程序/Lane_Detection/main.cpp
rtos-auto-mode-state-machine	AutoModeState_t	exact	projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-auto-mode-state-machine	AUTO_STATE_STARTUP	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-auto-mode-state-machine	AUTO_STATE_COOKING	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-auto-mode-state-machine	AUTO_STATE_DELAY_OFF	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c
rtos-auto-mode-state-machine	MotorControlTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-auto-mode-state-machine	WindSpeed_Update	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.h
rtos-auto-mode-state-machine	WindSpeed_IsCookingEvent	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/4 硬件驱动开发/4.2 传感器与采集/4.2.3 多传感器融合风速算法.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.c;projects/RTOS项目/源码/BSP/WIND/wind_speed.h
rtos-auto-mode-state-machine	AntiBackflowTask	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-auto-mode-state-machine	System_SwitchMode	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-auto-mode-state-machine	AUTO_MODE_STARTUP_TIME	exact	projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-auto-mode-state-machine	COOKING_EVENT_TIMEOUT	exact	projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-auto-mode-state-machine	COOKING_EVENT_DELAY_OFF	exact	projects/RTOS项目/文档/5 系统功能实现/5.1 工作模式：待机、手动、自动、防回流.md;projects/RTOS项目/文档/5 系统功能实现/5.2 自动模式状态机与Cooking Event检测.md;projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/RTOS项目/源码/APP_TASK/app_tasks.h
rtos-build-flash-runtime-provenance	TargetName	exact	projects/RTOS项目/源码/USER/project.uvprojx
rtos-build-flash-runtime-provenance	Device	exact	projects/RTOS项目/文档/1 入门指南/1.2 快速入门：从零搭建开发环境并运行项目.md;projects/RTOS项目/文档/1 入门指南/1.3 开发环境配置/1.3.2 J-Link 调试器配置与烧录.md;projects/RTOS项目/源码/CORE/startup_stm32f10x_md.s;projects/RTOS项目/源码/USER/JLinkSettings.ini;projects/RTOS项目/源码/USER/PWM.map;projects/RTOS项目/源码/USER/project.uvprojx;projects/RTOS项目/源码/USER/system_stm32f10x.c
rtos-build-flash-runtime-provenance	PackID	exact	projects/RTOS项目/源码/USER/project.uvprojx
rtos-build-flash-runtime-provenance	project.uvprojx	exact	projects/RTOS项目/文档/1 入门指南/1.2 快速入门：从零搭建开发环境并运行项目.md;projects/RTOS项目/文档/1 入门指南/1.3 开发环境配置/1.3.1 Keil MDK 工程配置与编译.md;projects/RTOS项目/文档/1 入门指南/1.3 开发环境配置/1.3.2 J-Link 调试器配置与烧录.md
rtos-build-flash-runtime-provenance	PWM.axf	exact	projects/RTOS项目/文档/1 入门指南/1.3 开发环境配置/1.3.1 Keil MDK 工程配置与编译.md
rtos-build-flash-runtime-provenance	PWM.hex	exact	projects/RTOS项目/文档/1 入门指南/1.3 开发环境配置/1.3.1 Keil MDK 工程配置与编译.md
